id,Csharp,Dsharp,Z,Fsharp,Gsharp,Asharp,C,D,E,F,G,A,B,timestamp,chord,espId
16046,0,1,1,1,0,1,0,1,0,1,0,1,0,2025-09-07 14:03:42,1,mega
16047,1,0,1,1,0,0,1,1,1,1,0,0,1,2025-09-07 14:03:44,1,mega
16048,0,1,1,0,0,0,1,1,1,1,0,0,1,2025-09-07 14:03:46,1,mega
16049,1,1,1,0,0,1,1,1,0,1,1,1,0,2025-09-07 14:03:48,1,mega
16050,1,1,1,1,0,1,0,1,1,1,1,1,0,2025-09-07 14:03:50,1,mega
16051,1,1,1,1,0,1,0,0,1,1,1,0,0,2025-09-07 14:03:51,1,mega
16052,1,1,1,1,1,1,0,0,1,1,0,1,1,2025-09-07 14:03:53,1,mega
16053,1,0,1,1,1,1,0,1,1,1,0,1,0,2025-09-07 14:03:55,1,mega
16054,0,1,1,1,0,1,1,1,1,1,1,1,1,2025-09-07 14:03:57,1,mega
16055,0,0,1,1,0,1,0,0,1,1,0,1,1,2025-09-07 14:03:59,1,mega
16056,0,1,1,0,1,0,0,1,1,1,0,1,1,2025-09-07 14:04:01,1,mega
16057,0,0,1,0,1,0,1,0,1,1,1,0,1,2025-09-07 14:04:03,1,mega
16058,0,0,1,0,0,1,1,1,0,1,0,0,1,2025-09-07 14:04:05,1,mega
16059,1,1,1,0,0,1,0,0,0,1,0,0,0,2025-09-07 14:04:07,1,mega
16060,0,1,1,0,1,1,1,1,0,1,0,1,1,2025-09-07 14:04:09,1,mega
16061,1,1,1,1,0,0,1,0,0,1,1,1,0,2025-09-07 14:04:11,1,mega
16062,0,1,1,1,0,1,0,1,0,1,1,1,1,2025-09-07 14:04:13,1,mega
16063,1,1,1,1,1,1,0,0,1,1,0,0,1,2025-09-07 14:04:15,1,mega
16064,0,1,1,1,0,1,0,0,0,1,0,0,1,2025-09-07 14:04:17,1,mega
16065,0,1,1,1,0,1,0,0,0,1,0,0,1,2025-09-07 14:04:19,1,mega
16066,1,1,1,0,0,1,0,1,0,1,0,0,1,2025-09-07 14:04:21,1,mega
16067,0,1,1,1,0,1,1,0,0,1,0,0,1,2025-09-07 14:04:23,1,mega
16068,1,0,1,1,1,1,1,0,0,1,0,0,0,2025-09-07 14:04:25,1,mega
16069,1,1,1,1,0,1,1,0,0,1,0,0,1,2025-09-07 14:04:27,1,mega
16070,1,1,1,1,0,1,0,0,0,1,0,1,0,2025-09-07 14:04:29,1,mega
16071,1,1,1,0,1,1,1,1,0,1,0,0,0,2025-09-07 14:04:31,1,mega
16072,1,1,1,0,1,0,1,0,1,1,0,1,1,2025-09-07 14:04:32,1,mega
16073,1,1,1,1,1,1,0,0,1,1,0,1,0,2025-09-07 14:04:34,1,mega
16074,0,1,1,0,1,1,0,0,0,1,0,1,0,2025-09-07 14:04:36,1,mega
16075,1,0,1,1,0,0,0,0,0,1,0,0,0,2025-09-07 14:04:38,1,mega
16076,1,0,1,1,0,1,1,0,0,1,0,0,1,2025-09-07 14:04:40,1,mega
16077,0,0,1,1,0,1,0,0,0,1,1,0,1,2025-09-07 14:04:42,1,mega
16078,1,0,1,1,0,1,0,0,1,1,0,0,0,2025-09-07 14:04:44,1,mega
16079,1,0,1,1,0,1,0,0,1,1,0,0,0,2025-09-07 14:04:46,1,mega
16080,1,0,1,1,0,1,0,0,0,1,0,1,0,2025-09-07 14:04:48,1,mega
16081,1,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-07 14:04:50,1,mega
16082,1,1,1,1,0,0,0,0,0,1,1,0,0,2025-09-07 14:04:52,1,mega
16083,1,0,1,1,0,0,0,0,0,1,0,0,0,2025-09-07 14:04:54,1,mega
16084,1,1,1,1,0,0,0,0,0,1,0,0,0,2025-09-07 14:04:56,1,mega
16085,0,0,1,1,0,0,0,0,0,1,0,0,0,2025-09-07 14:04:58,1,mega
16086,1,0,1,0,1,0,0,0,0,1,0,0,0,2025-09-07 14:05:00,1,mega
16087,1,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:02,1,mega
16088,0,0,1,0,0,1,0,0,0,1,0,0,0,2025-09-07 14:05:04,1,mega
16089,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:06,1,mega
16090,0,0,1,1,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:08,1,mega
16091,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:10,1,mega
16092,0,0,1,1,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:12,1,mega
16093,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:14,1,mega
16094,1,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:18,1,mega
16095,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:19,1,mega
16096,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:21,1,mega
16097,0,0,1,0,0,0,0,0,0,1,0,0,0,2025-09-07 14:05:23,1,mega
16098,0,0,1,0,0,1,0,0,0,1,0,0,0,2025-09-07 14:05:25,1,mega
16099,0,0,1,0,0,1,0,0,0,1,0,0,0,2025-09-07 14:05:27,1,mega
16100,1,0,1,0,0,1,0,0,0,1,0,0,0,2025-09-07 14:05:29,1,mega
16101,0,0,1,1,0,1,0,0,0,1,0,0,0,2025-09-07 14:05:31,1,mega
16102,1,0,1,0,0,1,0,0,0,1,0,0,0,2025-09-07 14:05:33,1,mega
16103,1,0,1,0,1,0,0,0,0,1,1,0,0,2025-09-07 14:05:35,1,mega
16104,1,0,1,0,0,0,0,0,0,1,1,0,0,2025-09-07 14:05:37,1,mega
16105,1,0,1,1,1,0,0,1,0,1,1,0,0,2025-09-07 14:05:39,1,mega
16106,1,1,1,1,1,0,0,1,0,1,0,0,0,2025-09-07 14:05:41,1,mega
16107,1,0,1,1,1,0,0,1,1,1,0,0,1,2025-09-07 14:05:43,1,mega
16108,1,1,1,1,1,0,0,1,0,1,0,0,1,2025-09-07 14:05:45,1,mega
16109,1,0,1,1,1,1,0,1,0,1,0,0,1,2025-09-07 14:05:47,1,mega
16110,1,0,1,1,1,1,0,0,1,1,0,0,1,2025-09-07 14:05:49,1,mega
16111,1,0,1,1,0,1,0,0,0,1,0,0,0,2025-09-07 14:05:51,1,mega
16112,1,0,1,1,0,0,0,0,1,1,0,0,0,2025-09-07 14:05:53,1,mega
16113,1,0,1,1,0,0,0,0,0,1,0,0,1,2025-09-07 14:05:55,1,mega
16114,1,0,1,1,0,0,0,1,0,1,0,0,0,2025-09-07 14:05:57,1,mega
16115,1,0,1,0,0,0,0,1,0,1,1,0,0,2025-09-07 14:05:59,1,mega
16116,1,0,1,0,0,1,0,0,0,1,0,0,0,2025-09-07 14:06:01,1,mega
16117,1,1,1,1,0,1,1,0,0,1,0,0,1,2025-09-07 14:06:03,1,mega
16118,1,0,1,1,0,0,1,1,0,1,0,0,0,2025-09-07 14:06:05,1,mega
16119,1,1,1,0,0,1,1,0,0,1,0,1,0,2025-09-07 14:06:07,1,mega
16120,1,0,1,0,0,0,0,1,0,1,0,0,1,2025-09-07 14:06:09,1,mega
16121,1,0,1,1,0,0,1,0,0,1,0,0,0,2025-09-07 14:06:11,1,mega
16122,1,0,1,1,0,0,1,0,0,1,0,1,1,2025-09-07 14:06:13,1,mega
16123,1,0,1,1,0,0,1,0,0,1,0,0,1,2025-09-07 14:06:15,1,mega
16124,1,0,1,1,0,0,1,0,0,1,0,0,0,2025-09-07 14:06:17,1,mega
16125,1,0,1,1,0,0,1,0,1,1,0,1,1,2025-09-07 14:06:19,1,mega
16126,1,0,1,0,0,0,1,0,1,1,1,0,0,2025-09-07 14:06:21,1,mega
16127,1,0,1,0,1,1,1,0,1,1,0,0,0,2025-09-07 14:06:23,1,mega
16128,1,0,1,0,0,0,0,0,0,1,0,0,1,2025-09-07 14:06:25,1,mega
16129,1,1,1,0,0,0,1,1,1,1,0,0,1,2025-09-07 14:06:27,1,mega
16130,1,0,1,0,1,0,1,0,1,1,1,0,0,2025-09-07 14:06:29,1,mega
16131,1,0,1,0,0,1,0,0,0,1,0,0,1,2025-09-07 14:06:30,1,mega
16132,1,0,1,1,1,1,0,1,0,1,0,0,1,2025-09-07 14:06:32,1,mega
16133,1,1,1,1,1,1,0,1,0,1,1,0,0,2025-09-07 14:06:34,1,mega
16134,1,1,1,1,0,1,1,0,0,1,1,0,0,2025-09-07 14:06:36,1,mega
16135,1,0,1,1,0,1,1,1,0,1,0,0,0,2025-09-07 14:06:38,1,mega
16136,0,0,1,1,1,1,1,0,0,1,1,1,0,2025-09-07 14:06:40,1,mega
16137,0,1,1,1,1,1,1,0,0,1,0,1,0,2025-09-07 14:06:42,1,mega
16138,1,0,1,1,1,1,1,1,0,1,1,1,0,2025-09-07 14:06:44,1,mega
16139,1,1,1,1,1,1,0,0,1,1,0,1,0,2025-09-07 14:06:56,1,mega
16140,1,1,1,1,1,0,1,0,1,1,0,0,0,2025-09-07 14:06:58,1,mega
16141,1,1,1,1,1,1,0,0,1,1,1,1,0,2025-09-07 14:07:00,1,mega
16142,1,1,1,1,1,1,1,0,1,1,0,0,1,2025-09-07 14:07:02,1,mega
16143,1,0,1,1,1,1,1,0,0,1,0,0,1,2025-09-07 14:07:04,1,mega
16144,1,0,1,1,1,1,0,0,1,1,1,0,1,2025-09-07 14:07:06,1,mega
16145,1,0,1,1,1,1,1,0,0,1,1,0,1,2025-09-07 14:07:08,1,mega
16146,1,0,1,1,1,1,1,1,0,1,0,0,1,2025-09-07 14:07:10,1,mega
16147,1,0,1,1,1,1,1,0,0,1,0,0,1,2025-09-07 14:07:12,1,mega
16148,1,0,1,1,1,0,1,0,1,1,0,0,1,2025-09-07 14:07:14,1,mega
16149,1,0,1,1,1,0,1,1,1,1,0,1,1,2025-09-07 14:07:16,1,mega
16150,1,0,1,1,1,0,1,1,1,1,0,1,1,2025-09-07 14:07:18,1,mega
16151,1,1,1,1,1,1,1,1,0,1,0,0,1,2025-09-07 14:07:20,1,mega
16152,1,1,1,1,1,1,1,1,1,1,1,0,1,2025-09-07 14:07:22,1,mega
16153,1,0,1,1,1,1,1,1,1,1,0,0,0,2025-09-07 14:07:24,1,mega
16154,1,0,1,1,1,0,1,0,1,1,0,0,0,2025-09-07 14:07:26,1,mega
16155,1,1,1,1,1,1,1,1,0,1,1,0,1,2025-09-07 14:07:28,1,mega
16156,0,0,1,0,1,1,0,1,1,1,1,1,0,2025-09-07 14:07:30,1,mega
16157,1,1,1,1,1,1,1,0,0,1,0,1,0,2025-09-07 14:07:32,1,mega
16158,1,1,1,1,0,1,1,1,1,1,0,1,1,2025-09-07 14:07:34,1,mega
16159,0,1,1,0,1,0,1,1,1,1,0,1,0,2025-09-07 14:07:36,1,mega
16160,0,1,1,0,1,1,1,1,1,1,1,1,0,2025-09-07 14:07:38,1,mega
16161,1,1,1,1,0,1,1,1,1,1,1,0,1,2025-09-07 14:07:40,1,mega
16162,1,0,1,1,1,1,1,0,1,1,0,0,1,2025-09-07 14:07:42,1,mega
16163,1,0,1,1,1,1,0,1,0,1,1,1,1,2025-09-07 14:07:44,1,mega
16164,1,1,1,1,1,0,1,1,1,1,0,0,1,2025-09-07 14:07:46,1,mega
16165,0,1,1,1,1,0,0,0,1,1,1,1,1,2025-09-07 14:07:48,1,mega
16166,1,1,1,1,1,1,0,1,0,1,1,0,1,2025-09-07 14:07:50,1,mega
16167,1,1,1,0,1,0,0,1,1,1,0,0,1,2025-09-07 14:07:52,1,mega
16168,1,0,1,1,1,0,0,0,0,1,1,1,0,2025-09-07 14:07:54,1,mega
16169,1,1,1,0,0,0,0,1,1,1,1,0,1,2025-09-07 14:07:56,1,mega
16170,0,1,1,1,0,1,0,0,1,1,1,1,1,2025-09-07 14:07:58,1,mega
16171,0,1,1,1,0,1,0,1,0,1,0,1,1,2025-09-07 14:08:00,1,mega
16172,1,1,1,1,1,1,0,0,0,1,1,1,1,2025-09-07 14:08:02,1,mega
16173,1,0,1,0,0,1,0,0,0,1,1,1,0,2025-09-07 14:08:04,1,mega
16174,1,1,1,0,0,1,1,1,0,1,1,0,0,2025-09-07 14:08:06,1,mega
16175,1,1,1,1,0,1,1,0,0,1,1,1,1,2025-09-07 14:08:08,1,mega
16176,0,1,1,0,0,1,0,1,0,1,0,0,1,2025-09-07 14:08:10,1,mega
16177,1,0,1,0,1,1,0,1,1,1,0,0,0,2025-09-07 14:08:12,1,mega
16178,1,0,1,0,1,1,0,1,0,1,1,0,0,2025-09-07 14:08:14,1,mega
16179,1,0,1,1,0,0,1,1,1,1,0,0,1,2025-09-07 14:08:16,1,mega
16180,0,0,1,0,1,1,1,1,1,1,0,0,1,2025-09-07 14:08:18,1,mega
16181,0,1,1,0,0,1,0,1,1,1,0,1,0,2025-09-07 14:08:20,1,mega
16182,1,1,1,1,0,1,0,1,0,1,1,1,1,2025-09-07 14:08:22,1,mega
16183,0,0,1,1,1,0,1,1,0,1,1,1,0,2025-09-07 14:08:24,1,mega
16184,0,0,1,0,1,1,0,1,1,1,0,1,1,2025-09-07 14:08:26,1,mega
16185,0,0,1,1,1,0,0,1,0,1,0,1,1,2025-09-07 14:08:28,1,mega
16186,0,0,1,1,1,1,0,1,0,1,0,1,1,2025-09-07 14:08:30,1,mega
16187,0,1,1,1,0,1,0,1,1,1,0,1,1,2025-09-07 14:08:32,1,mega
16188,0,1,1,0,0,1,0,1,0,1,0,0,1,2025-09-07 14:08:34,1,mega
16189,0,0,1,0,0,1,1,1,0,1,1,0,1,2025-09-07 14:08:36,1,mega
16190,1,0,1,0,0,0,1,1,0,1,0,1,1,2025-09-07 14:08:38,1,mega
16191,1,0,1,0,0,0,1,1,0,1,0,0,1,2025-09-07 14:08:40,1,mega
16192,1,0,1,0,0,0,1,1,0,1,0,0,1,2025-09-07 14:08:42,1,mega
16193,1,1,1,0,0,0,1,1,0,1,0,0,0,2025-09-07 14:08:44,1,mega
16194,1,1,1,0,0,1,1,1,0,1,0,0,1,2025-09-07 14:08:46,1,mega
16195,0,1,1,0,1,1,1,1,1,1,0,1,0,2025-09-07 14:08:48,1,mega
16196,0,1,1,0,1,1,0,1,1,1,1,0,0,2025-09-07 14:08:50,1,mega
16197,1,1,1,1,0,0,1,1,0,1,1,0,0,2025-09-07 14:08:52,1,mega
16198,0,1,1,0,0,0,1,1,0,1,1,0,0,2025-09-07 14:08:54,1,mega
16199,1,1,1,0,1,0,1,1,0,1,0,0,0,2025-09-07 14:08:56,1,mega
16200,1,1,1,1,0,0,1,1,0,1,1,0,0,2025-09-07 14:08:58,1,mega
16201,1,1,1,0,0,1,0,1,0,1,1,0,0,2025-09-07 14:09:00,1,mega
16202,1,0,1,0,0,1,1,1,1,1,0,1,1,2025-09-07 14:09:02,1,mega
16203,1,1,1,0,0,0,0,1,0,1,1,0,0,2025-09-07 14:09:04,1,mega
16204,1,1,1,1,1,1,0,1,0,1,1,0,0,2025-09-07 14:09:06,1,mega
16205,1,1,1,1,0,0,1,1,0,1,1,0,0,2025-09-07 14:09:08,1,mega
16206,1,0,1,0,1,0,1,1,1,1,0,1,1,2025-09-07 14:09:10,1,mega
16207,0,0,1,0,1,0,1,1,1,1,1,0,1,2025-09-07 14:09:12,1,mega
16208,1,1,1,0,1,0,1,0,1,1,1,0,0,2025-09-07 14:09:14,1,mega
16209,0,0,1,0,1,1,1,0,1,1,1,0,0,2025-09-07 14:09:17,1,mega
16210,0,1,1,0,1,0,1,1,1,1,1,0,0,2025-09-07 14:09:19,1,mega
16211,1,1,1,0,1,0,1,1,1,1,1,0,0,2025-09-07 14:09:21,1,mega
16212,0,1,1,0,1,0,0,1,1,1,1,0,0,2025-09-07 14:09:23,1,mega
16213,1,1,1,0,1,0,0,1,1,1,1,1,0,2025-09-07 14:09:25,1,mega
16214,1,1,1,0,1,0,1,0,1,1,1,1,1,2025-09-07 14:09:27,1,mega
16215,0,1,1,0,1,0,0,0,1,1,1,1,0,2025-09-07 14:09:29,1,mega
16216,0,1,1,0,1,0,1,0,0,1,1,1,0,2025-09-07 14:09:31,1,mega
16217,0,0,1,0,1,1,0,0,0,1,1,1,1,2025-09-07 14:09:33,1,mega
16218,1,0,1,1,1,0,0,0,0,1,1,1,0,2025-09-07 14:09:35,1,mega
16219,1,0,1,1,1,0,1,0,1,1,1,1,0,2025-09-07 14:09:37,1,mega
16220,0,0,1,0,1,1,1,0,1,1,1,1,1,2025-09-07 14:09:39,1,mega
16221,0,0,1,1,1,0,1,1,1,1,1,1,1,2025-09-07 14:09:41,1,mega
16222,1,0,1,1,1,1,0,1,1,1,1,1,0,2025-09-07 14:09:43,1,mega
16223,0,1,1,1,1,1,0,1,1,1,1,1,0,2025-09-07 14:09:45,1,mega
16224,0,1,1,1,1,1,1,0,1,1,1,1,0,2025-09-07 14:09:47,1,mega
16225,0,0,1,0,1,1,1,0,1,1,1,1,0,2025-09-07 14:09:49,1,mega
16226,1,0,1,1,1,1,1,0,1,1,1,1,1,2025-09-07 14:09:51,1,mega
16227,1,1,1,0,1,1,1,0,1,1,1,1,0,2025-09-07 14:09:53,1,mega
16228,1,0,1,0,1,1,0,1,1,1,1,1,0,2025-09-07 14:09:55,1,mega
16229,1,0,1,0,1,1,0,1,1,1,1,1,1,2025-09-07 14:09:57,1,mega
16230,1,0,1,1,1,0,1,1,1,1,1,1,0,2025-09-07 14:09:59,1,mega
16231,1,0,1,0,1,0,1,1,1,1,1,1,0,2025-09-07 14:10:01,1,mega
16232,1,0,1,0,1,0,1,1,1,1,1,1,0,2025-09-07 14:10:03,1,mega
16233,1,0,1,0,1,1,1,1,1,1,1,1,0,2025-09-07 14:10:05,1,mega
16234,1,0,1,0,1,0,1,1,1,1,1,1,0,2025-09-07 14:10:07,1,mega
16235,1,0,1,0,1,0,1,1,1,1,0,1,0,2025-09-07 14:10:09,1,mega
16236,1,1,1,0,1,0,1,1,1,1,1,1,0,2025-09-07 14:10:11,1,mega
16237,1,1,1,0,1,0,1,1,1,1,1,1,0,2025-09-07 14:10:13,1,mega
16238,1,1,1,0,1,1,1,1,1,1,0,1,0,2025-09-07 14:10:15,1,mega
16239,1,1,1,0,1,0,1,1,1,1,0,1,0,2025-09-07 14:10:17,1,mega
16240,1,0,1,0,1,0,1,1,1,1,1,1,1,2025-09-07 14:10:19,1,mega
16241,1,0,1,0,1,0,1,1,1,1,0,1,1,2025-09-07 14:10:21,1,mega
16242,1,0,1,1,1,1,1,0,1,1,0,1,0,2025-09-07 14:10:23,1,mega
16243,1,1,1,1,1,0,0,0,1,1,0,1,1,2025-09-07 14:10:25,1,mega
16244,1,0,1,1,1,1,0,1,1,0,1,1,0,2025-09-07 14:10:27,1,mega
16245,1,0,1,1,1,0,0,1,1,0,1,1,0,2025-09-07 14:10:29,1,mega
16246,1,1,1,1,1,0,0,1,1,0,1,1,1,2025-09-07 14:10:31,1,mega
16247,1,0,1,1,1,1,0,1,1,0,1,1,0,2025-09-07 14:10:33,1,mega
16248,1,0,1,1,1,1,0,1,1,0,1,1,0,2025-09-07 14:10:35,1,mega
16249,1,0,1,1,1,0,0,1,1,0,1,1,0,2025-09-07 14:10:37,1,mega
16250,1,0,1,1,1,1,0,1,1,0,1,1,0,2025-09-07 14:10:39,1,mega
16251,1,0,1,1,1,0,1,1,1,0,1,1,1,2025-09-07 14:10:41,1,mega
16252,1,1,1,1,1,1,0,1,1,1,1,1,1,2025-09-07 14:10:44,1,mega
16253,1,1,1,1,1,0,0,1,1,0,1,1,1,2025-09-07 14:10:46,1,mega
16254,1,1,1,1,1,0,0,1,1,1,1,1,1,2025-09-07 14:10:48,1,mega
16255,1,1,1,1,1,0,0,1,1,1,1,1,1,2025-09-07 14:10:50,1,mega
16256,1,1,1,1,1,1,1,1,1,1,0,1,1,2025-09-07 14:10:52,1,mega
16257,1,1,1,1,1,1,0,1,1,1,1,1,1,2025-09-07 14:10:54,1,mega
16258,1,0,1,1,1,0,1,1,1,1,0,1,1,2025-09-07 14:10:56,1,mega
16259,1,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:10:58,1,mega
16260,1,0,1,1,1,1,1,1,1,1,0,1,0,2025-09-07 14:11:02,1,mega
16261,1,0,1,1,1,0,1,1,1,1,0,1,1,2025-09-07 14:11:04,1,mega
16262,1,0,1,1,1,1,0,1,1,1,0,1,1,2025-09-07 14:11:06,1,mega
16263,1,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:08,1,mega
16264,1,0,1,1,1,0,0,1,1,1,1,1,1,2025-09-07 14:11:10,1,mega
16265,1,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:12,1,mega
16266,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:14,1,mega
16267,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:16,1,mega
16268,0,0,1,1,1,1,0,1,1,1,0,1,1,2025-09-07 14:11:20,1,mega
16269,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:22,1,mega
16270,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:24,1,mega
16271,1,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:26,1,mega
16272,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:28,1,mega
16273,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:30,1,mega
16274,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:32,1,mega
16275,1,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:36,1,mega
16276,0,0,1,1,1,0,0,1,1,1,0,1,1,2025-09-07 14:11:38,1,mega
16277,0,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:11:41,1,mega
16278,0,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:11:43,1,mega
16279,1,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:11:45,1,mega
16280,0,1,1,1,1,0,0,1,1,1,1,1,0,2025-09-07 14:11:47,1,mega
16281,0,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:11:49,1,mega
16282,0,0,1,1,1,0,0,1,1,0,0,1,1,2025-09-07 14:11:51,1,mega
16283,0,0,1,1,1,1,1,1,1,0,0,1,0,2025-09-07 14:11:53,1,mega
16284,0,0,1,1,1,0,0,1,1,0,0,1,0,2025-09-07 14:11:55,1,mega
16285,0,0,1,1,1,0,0,1,1,0,0,1,0,2025-09-07 14:11:57,1,mega
16286,0,0,1,1,1,0,0,1,1,0,0,1,0,2025-09-07 14:11:59,1,mega
16287,0,0,1,1,1,0,0,1,1,0,0,1,0,2025-09-07 14:12:01,1,mega
16288,0,1,1,1,1,0,0,1,1,0,0,1,0,2025-09-07 14:12:03,1,mega
16289,0,0,1,1,1,0,0,1,1,0,0,1,1,2025-09-07 14:12:05,1,mega
16290,0,1,1,1,1,0,0,1,1,0,0,1,0,2025-09-07 14:12:07,1,mega
16291,0,0,1,1,1,0,0,1,1,0,0,1,0,2025-09-07 14:12:09,1,mega
16292,0,0,1,1,1,0,0,1,1,1,0,1,0,2025-09-07 14:12:13,1,mega
16293,0,0,1,1,1,0,0,1,1,1,0,1,0,2025-09-07 14:12:15,1,mega
16294,0,0,1,1,1,0,1,1,1,0,1,1,0,2025-09-07 14:12:17,1,mega
16295,0,0,1,1,1,0,1,1,1,0,0,1,0,2025-09-07 14:12:19,1,mega
16296,0,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:12:21,1,mega
16297,0,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:12:24,1,mega
16298,0,0,1,0,1,0,1,1,1,1,0,1,0,2025-09-07 14:12:26,1,mega
16299,0,0,1,1,1,0,1,1,1,1,0,1,1,2025-09-07 14:12:28,1,mega
16300,0,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:12:30,1,mega
16301,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:32,1,mega
16302,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:34,1,mega
16303,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:36,1,mega
16304,1,0,1,1,1,1,1,1,1,1,0,0,0,2025-09-07 14:12:38,1,mega
16305,1,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:40,1,mega
16306,1,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:42,1,mega
16307,1,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:44,1,mega
16308,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:46,1,mega
16309,1,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:48,1,mega
16310,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:50,1,mega
16311,0,0,1,1,1,1,1,1,1,1,0,0,0,2025-09-07 14:12:52,1,mega
16312,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:54,1,mega
16313,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:57,1,mega
16314,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:12:59,1,mega
16315,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:13:01,1,mega
16316,0,0,1,1,1,0,1,1,1,1,0,0,1,2025-09-07 14:13:03,1,mega
16317,0,0,1,1,1,0,1,1,1,1,1,0,0,2025-09-07 14:13:05,1,mega
16318,0,0,1,1,1,1,1,0,1,1,0,1,0,2025-09-07 14:13:07,1,mega
16319,1,0,1,1,1,0,1,1,1,1,0,1,0,2025-09-07 14:13:09,1,mega
16320,0,0,1,1,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:11,1,mega
16321,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:13:13,1,mega
16322,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:13:17,1,mega
16323,0,0,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:13:19,1,mega
16324,0,0,1,1,1,0,1,1,1,1,0,0,1,2025-09-07 14:13:21,1,mega
16325,0,1,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:13:23,1,mega
16326,1,1,1,1,1,0,1,1,1,1,0,0,0,2025-09-07 14:13:25,1,mega
16327,0,0,1,1,1,0,1,1,1,1,1,0,0,2025-09-07 14:13:28,1,mega
16328,1,0,1,1,1,1,1,0,1,1,0,0,1,2025-09-07 14:13:30,1,mega
16329,0,0,1,1,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:32,1,mega
16330,1,0,1,0,1,0,1,0,1,1,1,0,0,2025-09-07 14:13:34,1,mega
16331,0,0,1,0,1,0,1,1,1,1,0,0,0,2025-09-07 14:13:36,1,mega
16332,0,0,1,0,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:38,1,mega
16333,0,1,1,0,1,0,1,0,1,1,1,0,0,2025-09-07 14:13:40,1,mega
16334,0,1,1,0,1,0,1,0,1,1,1,0,0,2025-09-07 14:13:42,1,mega
16335,0,0,1,0,1,0,1,0,1,1,0,1,0,2025-09-07 14:13:44,1,mega
16336,0,0,1,0,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:46,1,mega
16337,0,0,1,0,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:48,1,mega
16338,0,0,1,0,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:50,1,mega
16339,0,0,1,0,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:52,1,mega
16340,0,0,1,0,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:55,1,mega
16341,0,0,1,0,1,0,1,0,1,1,0,0,0,2025-09-07 14:13:57,1,mega
